shooterId,goalieId,blockerId,teamId,x,y,time,type,shot_type,gameId,awayNumPlayers,awayFwdIds,awayDefIds,awayGoalieIds,homeFwdIds,homeDefIds,homeGoalieIds,homeNumPlayers,scenario,pred,xgoals
8476927,8480382,0,5,57.0,17.0,3241,SHOT,Wrist Shot,2021030143,6,8476458_8477429_8478550,8476885_8480817,8480382,8470619_8476927_8478542,8471724_8476875,8475839,6,5on5,0.0877993699103985,0.0877993699103985
8476875,0,8478366,5,60.0,8.0,3271,BLOCKED_SHOT,none,2021030143,6,8475184_8476459_8478366,8476885_8480817,8480382,8471675_8475810_8477404,8471724_8476875,8475839,6,5on5,0.0,0.0
8477953,0,0,5,67.0,-16.0,3289,MISSED_SHOT,none,2021030143,6,8475184_8476459_8478366,8476885_8480817,8480382,8471215_8477953_8478046,8477969_8478507,8475839,6,5on5,0.0,0.0
8477953,8480382,0,5,74.0,-13.0,3329,SHOT,Wrist Shot,2021030143,6,8480078_8481554_8482109,8474027_8479323,8480382,8470604_8475722_8477953,8471724_8478507,8475839,6,5on5,0.13675767495542646,0.13675767495542646
8477969,0,8477429,5,48.0,22.0,3405,BLOCKED_SHOT,none,2021030143,6,8476458_8477429_8478550,8475747_8482073,8480382,8471675_8475810_8477404,8477969_8478507,8475839,6,5on5,0.0,0.0
8478507,0,8476458,5,62.0,-7.0,3426,BLOCKED_SHOT,none,2021030143,6,8476458_8477429_8478550,8475747_8482073,8480382,8471215_8475810_8478046,8477969_8478507,8475839,6,5on5,0.0,0.0
8478366,8475839,0,3,-50.0,10.0,3455,SHOT,Wrist Shot,2021030143,6,8475184_8476459_8478366,8479323_8480817,8480382,8471215_8477953_8478046,8471724_8476875,8475839,6,5on5,0.07635412272779896,0.07635412272779896
8478550,0,8471724,3,-72.0,8.0,3462,BLOCKED_SHOT,none,2021030143,6,8475184_8476458_8476459_8477429_8478550,8479323,,8471675_8475810_8477404,8471724_8476875,8475839,6,emptyNet,0.0,0.0
8477404,0,0,5,-31.0,38.0,3466,GOAL,Wrist Shot,2021030143,6,8480078_8481554_8482109,8474027_8479323,8480382,8470604_8476927_8476934,8471724_8476875,8475839,6,5on5,0.0,0.0
8478550,8475839,0,3,-53.0,-35.0,3519,SHOT,Wrist Shot,2021030143,6,8478550_8480078_8481554_8482109,8474027_8479323,,8470604_8471675_8476934,8471724_8476875,8475839,6,emptyNet,-0.0005973900826294898,-0.0005973900826294898
8476934,0,0,5,38.0,23.0,3532,MISSED_SHOT,none,2021030143,6,8478550_8480078_8481554_8482109,8474027_8479323,,8470604_8471675_8476934,8471724_8478507,8475839,6,emptyNet,0.0,0.0
8470604,0,0,5,64.0,2.0,3533,GOAL,Wrist Shot,2021030143,6,8478211_8478366_8479291,8475747_8482073,8480382,8470619_8475722_8476927,8477244_8478017,8475839,6,5on5,0.0,0.0
