,seasonId,gameId,time,period,periodTime,x,y,shooterId,blockerId,goalieId,teamId,isGoal,isBlocked,type,shot_type
86,2023,2023030121,2543,3,02:23,-80,5,8480995,0,8480280,10,False,False,shot-on-goal,wrist
87,2023,2023030121,2548,3,02:28,-70,4,8478483,8482720,0,6,False,True,blocked-shot,unknown
88,2023,2023030121,2549,3,02:29,-73,5,8480995,0,8480280,10,False,False,shot-on-goal,wrist
89,2023,2023030121,2551,3,02:31,-82,6,8480950,8479365,0,10,False,True,blocked-shot,unknown
90,2023,2023030121,2585,3,03:05,-57,-23,8481122,8479365,0,10,False,True,blocked-shot,unknown
91,2023,2023030121,2591,3,03:11,-73,-23,8481122,0,8480280,10,False,False,missed-shot,slap
92,2023,2023030121,2632,3,03:52,-38,-35,8476441,0,8480280,10,False,False,missed-shot,slap
93,2023,2023030121,2666,3,04:26,-61,33,8477479,0,8480280,10,False,False,missed-shot,wrist
94,2023,2023030121,2753,3,05:53,86,12,8479987,0,8478492,6,False,False,missed-shot,tip-in
95,2023,2023030121,2763,3,06:03,80,-19,8480880,0,8478492,6,False,False,shot-on-goal,backhand
96,2023,2023030121,2781,3,06:21,62,19,8479987,8475714,0,6,False,True,blocked-shot,unknown
97,2023,2023030121,2824,3,07:04,-42,32,8478483,8479987,0,10,False,True,blocked-shot,unknown
98,2023,2023030121,2883,3,08:03,-32,34,8476853,0,8480280,10,False,False,shot-on-goal,wrist
99,2023,2023030121,2915,3,08:35,76,22,8478401,0,8478492,6,False,False,shot-on-goal,wrist
100,2023,2023030121,2925,3,08:45,-7,31,8481122,0,8480280,10,False,False,shot-on-goal,wrist
101,2023,2023030121,2987,3,09:47,9,35,8477503,0,8480280,10,False,False,shot-on-goal,wrist
102,2023,2023030121,2994,3,09:54,-30,-28,8476441,0,8480280,10,False,False,missed-shot,snap
103,2023,2023030121,3046,3,10:46,-45,-8,8480995,0,8480280,10,False,False,shot-on-goal,slap
104,2023,2023030121,3170,3,12:50,-48,1,8480995,8479325,0,10,False,True,blocked-shot,unknown
105,2023,2023030121,3204,3,13:24,-77,-2,8477479,0,8480280,10,False,False,shot-on-goal,tip-in
106,2023,2023030121,3300,3,15:00,-83,9,8471817,8478443,0,10,False,True,blocked-shot,unknown
107,2023,2023030121,3387,3,16:27,-85,-31,8475166,8479369,0,10,False,True,blocked-shot,unknown
108,2023,2023030121,3403,3,16:43,-78,5,8479318,8479369,0,10,False,True,blocked-shot,unknown
109,2023,2023030121,3433,3,17:13,-29,-17,8476931,0,8480280,10,False,False,shot-on-goal,wrist
110,2023,2023030121,3472,3,17:52,42,18,8479365,0,0,6,True,False,goal,wrist
111,2023,2023030121,3503,3,18:23,-85,-20,8480980,0,8480280,10,False,False,shot-on-goal,wrist
112,2023,2023030121,3543,3,19:03,-72,35,8480043,0,8480280,10,False,False,missed-shot,wrist
113,2023,2023030121,3586,3,19:46,-57,-2,8477503,8479369,0,10,False,True,blocked-shot,unknown
114,2023,2023030121,3588,3,19:48,-78,-27,8477503,0,8480280,10,False,False,shot-on-goal,wrist
115,2023,2023030121,3597,3,19:57,-48,-8,8481122,8480880,0,10,False,True,blocked-shot,unknown
